ulasan,stopword_removed,processed_text,stemming_data
"game ini memang seru tapi masih terlalu banyak kekurangan , salah satu nya match making yang tidak adil bagi player solo , contoh nya bila kita lose streak malah di kasi tim ampas Mulu sistem nya rusak bener , ping kadang tidak stabil pdahal jaringan bagus",game memang seru masih terlalu banyak kekurangan salah satu nya match making adil player solo contoh nya bila lose streak malah kasi tim ampas mulu sistem nya rusak bener ping kadang tidak stabil pdahal jaringan bagus,game memang seru masih terlalu banyak kurang salah satu nya match making adil player solo contoh nya bila lose streak malah kasi tim ampas mulu sistem nya rusak bener ping kadang tidak stabil pdahal jaring bagus,game memang seru masih terlalu banyak kurang salah satu nya match making adil player solo contoh nya bila lose streak malah kasi tim ampas mulu sistem nya rusak bener ping kadang tidak stabil pdahal jaring bagus
Ketika memulai pertandingan saya selalu stuck di 30% dan ketika sudah masuk sudah detik 40 atau menit 1. Ini sangat mengganggu dan menurutku ini bukan masalah pada device ataupun jaringan murni bug. Tolong segera diperbaiki!!,memulai pertandingan selalu stuck masuk sudah detik menit sangat mengganggu dan menurutku bukan masalah device ataupun jaringan murni bug segera diperbaiki,mulai tanding selalu stuck masuk sudah detik menit sangat ganggu dan turut bukan masalah device atau jaring murni bug segera baik,mulai tanding selalu stuck masuk sudah detik menit sangat ganggu dan turut bukan masalah device atau jaring murni bug segera baik
"moonton tolong dong fiks bug kontrol di dalam game,masa aku sebelum main kontrolnya masih kecil kecil atau ukuran yang normal saya pakai,tapi kenapa saat di dalam game tombol menjadi berubah entah menjadi besar,pemosisian yang berubah,bahkan ada tombol yang sampai tidak bisa dipencet karena sudah melewati layar hp,tolong moonton di fiks bug ini",moonton dong fiks bug kontrol game masa aku main kontrolnya kecil kecil ukuran normal pakai kenapa dalam game tombol menjadi berubah entah menjadi besar pemosisian berubah bahkan tombol sampai bisa dipencet sudah melewati layar hp moonton di fiks bug,moonton dong fiks bug kontrol game masa aku main kontrol kecil kecil ukur normal pakai kenapa dalam game tombol jadi ubah entah jadi besar posisi ubah bahkan tombol sampai bisa pencet sudah lewat layar hp moonton di fiks bug,moonton dong fiks bug kontrol game masa aku main kontrol kecil kecil ukur normal pakai kenapa dalam game tombol jadi ubah entah jadi besar posisi ubah bahkan tombol sampai bisa pencet sudah lewat layar hp moonton di fiks bug
"Buang buang waktu maen rank jam 9 malem bintang 2, sampe jam 2 malem bintang tetep 2 disatuin sma tim yang tier nya dibawah kan aneh, kalo gini trus mending pindah ke HOK.. pembagian tim yg aneh, betul emang klo kita menang terus bakal membosankan permainannya, tapi ya kalah terus pun malah banyak yg uninstal contoh tmen kerja bnyak yg tadinya maen bahkan sampe buat kompetisi skrng malah pada uninstal karna kecewa pembagian tim maen di rank, ini bener2 buang2 waktu mending uninstal.",buang buang waktu maen rank jam malem bintang sampe jam malem bintang tetep disatuin sma tim tier nya dibawah kan aneh kalo gini trus mending pindah hok pembagian tim yg aneh betul emang klo menang terus bakal membosankan permainannya ya kalah terus malah banyak yg uninstal contoh tmen kerja bnyak yg tadinya maen bahkan sampe buat kompetisi skrng malah uninstal karna kecewa pembagian tim maen rank bener buang waktu mending uninstal,buang buang waktu maen rank jam malem bintang sampe jam malem bintang tetep disatuin sma tim tier nya bawah kan aneh kalo gin trus mending pindah hok bagi tim yg aneh betul emang klo menang terus bakal bosan main ya kalah terus malah banyak yg uninstal contoh tmen kerja bnyak yg tadi maen bahkan sampe buat kompetisi skrng malah uninstal karna kecewa bagi tim maen rank bener buang waktu mending uninstal,buang buang waktu maen rank jam malem bintang sampe jam malem bintang tetep disatuin sma tim tier nya bawah kan aneh kalo gin trus mending pindah hok bagi tim yg aneh betul emang klo menang terus bakal bosan main ya kalah terus malah banyak yg uninstal contoh tmen kerja bnyak yg tadi maen bahkan sampe buat kompetisi skrng malah uninstal karna kecewa bagi tim maen rank bener buang waktu mending uninstal
gamenya udah gak seseru kayak dulu udah banyak hal yang ngubah gameplay kayak lag tiba tiba keluar sendiri dari aplikasi sering ngefreeze lawan yang gak setara bahkan setelah update bukannya makin lancar atau bagus sekarang malah banyak masalahnya jangan skin doang yang dibagusin tapi engine juga user hp kentang dari zaman mobile legend masih map pulau melayang sekarang jadi malah buat main karena banyak masalah nya tolonglah perbaiki game nya agar tidak ada masalah lagi,gamenya udah gak seseru kayak dulu udah banyak ngubah gameplay kayak lag tiba tiba keluar sendiri aplikasi sering ngefreeze lawan gak setara bahkan update bukannya makin lancar bagus sekarang malah banyak masalahnya jangan skin doang yang dibagusin engine user hp kentang zaman mobile legend map pulau melayang sekarang jadi malah buat main banyak masalah nya tolonglah perbaiki game nya tidak masalah,gamenya udah gak seru kayak dulu udah banyak ngubah gameplay kayak lag tiba tiba keluar sendiri aplikasi sering ngefreeze lawan gak tara bahkan update bukan makin lancar bagus sekarang malah banyak masalah jangan skin doang yang dibagusin engine user hp kentang zaman mobile legend map pulau layang sekarang jadi malah buat main banyak masalah nya tolong baik game nya tidak masalah,gamenya udah gak seru kayak dulu udah banyak ngubah gameplay kayak lag tiba tiba keluar sendiri aplikasi sering ngefreeze lawan gak tara bahkan update bukan makin lancar bagus sekarang malah banyak masalah jangan skin doang yang dibagusin engine user hp kentang zaman mobile legend map pulau layang sekarang jadi malah buat main banyak masalah nya tolong baik game nya tidak masalah
"Tolong untuk kepada pihak moonton yang terhormat ke amanan akun lebih di tingkatkan lagi, kalo bisa fitur yang bisa nge hack back akun lewat bukti top up pertama di hilangin aja karena merugikan bagi yang ingin membeli akun mobile legend tolong untuk jadi bahan pertimbangan, karena banyak oknum oknum yang memanfaatkan fitur hack back lewat top up pertama,dan. itu sangat merugikan bagi seseorang yang ingin membeli akun tersebut 🙏🙏🙏",untuk pihak moonton terhormat amanan akun lebih tingkatkan kalo fitur bisa nge hack back akun lewat bukti top up pertama hilangin aja merugikan membeli akun mobile legend untuk jadi bahan pertimbangan banyak oknum oknum memanfaatkan fitur hack back lewat top up pertama itu sangat merugikan seseorang yang ingin membeli akun tersebut,untuk pihak moonton hormat aman akun lebih tingkat kalo fitur bisa nge hack back akun lewat bukti top up pertama hilangin aja rugi beli akun mobile legend untuk jadi bahan timbang banyak oknum oknum manfaat fitur hack back lewat top up pertama itu sangat rugi orang yang ingin beli akun sebut,untuk pihak moonton hormat aman akun lebih tingkat kalo fitur bisa nge hack back akun lewat bukti top up pertama hilangin aja rugi beli akun mobile legend untuk jadi bahan timbang banyak oknum oknum manfaat fitur hack back lewat top up pertama itu sangat rugi orang yang ingin beli akun sebut
"ping sering mengalami bug di seson sekarang ini, ini kenapa ya? padahal sebelumnya lancar banget untuk dimainkan sehingga di seson sekarang mengalami bug jaringan yang sangat parah ketika bermain ping menyentuh 40ms itu langsung ngelag dan hero berjalan sendiri tidak di atur dengan yang main mohon se mohon mohon nya untuk di perbaiki masa sekelas game gede begini saja tidak bisa memperbaiki masalah sekecil itu skin diperbanyak bisa masa server gabisa👌👌",ping sering mengalami bug seson sekarang ini ya padahal sebelumnya lancar banget dimainkan di seson sekarang mengalami bug jaringan sangat parah bermain ping menyentuh ms langsung ngelag hero berjalan sendiri di atur yang main mohon se mohon mohon nya di perbaiki masa sekelas game gede begini tidak memperbaiki masalah sekecil skin diperbanyak masa server gabisa,ping sering alami bug seson sekarang ini ya padahal belum lancar banget main di seson sekarang alami bug jaring sangat parah main ping sentuh ms langsung ngelag hero jalan sendiri di atur yang main mohon se mohon mohon nya di baik masa kelas game gede begini tidak baik masalah kecil skin banyak masa server gabisa,ping sering alami bug seson sekarang ini ya padahal belum lancar banget main di seson sekarang alami bug jaring sangat parah main ping sentuh ms langsung ngelag hero jalan sendiri di atur yang main mohon se mohon mohon nya di baik masa kelas game gede begini tidak baik masalah kecil skin banyak masa server gabisa
"game nya cukup menyenangkan tetapi, tolong lah di perbarui, Kadang-kadang waktu main sinyalnya tiba-tiba jelek, dan lawannya juga gak seimbang dengan tim, game ini lama lama kek makin aneh, jangan di unduh temen"" ini game busuk, event event di game nya memang cukup menarik, tetapi tidak dengan pertandingan nya, udah muak banget sama game ini, game burik, perbarui dikit lah jaringan nya, masa dikit dikit merah terus jaringannya, padahal jaringan di HP nya udah bagus, game ga jelas bikin stres",game nya cukup menyenangkan tolong lah perbarui kadang kadang waktu main sinyalnya tiba tiba jelek lawannya gak seimbang tim game lama lama kek makin aneh jangan unduh temen game busuk event event game nya memang cukup menarik tidak pertandingan nya udah muak banget sama game game burik perbarui dikit lah jaringan nya masa dikit dikit merah terus jaringannya padahal jaringan hp nya udah bagus game ga jelas bikin stres,game nya cukup senang tolong lah baru kadang kadang waktu main sinyal tiba tiba jelek lawan gak imbang tim game lama lama kek makin aneh jangan unduh temen game busuk event event game nya memang cukup tarik tidak tanding nya udah muak banget sama game game burik baru dikit lah jaring nya masa dikit dikit merah terus jaring padahal jaring hp nya udah bagus game ga jelas bikin stres,game nya cukup senang tolong lah baru kadang kadang waktu main sinyal tiba tiba jelek lawan gak imbang tim game lama lama kek makin aneh jangan unduh temen game busuk event event game nya memang cukup tarik tidak tanding nya udah muak banget sama game game burik baru dikit lah jaring nya masa dikit dikit merah terus jaring padahal jaring hp nya udah bagus game ga jelas bikin stres
"game kalau ngasih tim sama musuh tidak adil hampir setiap hari saya kalah karena tidak ada tim dan musuh yang sepadan ,minimal kasih tim dan teman yang sepadan, saya dari pagi ampek malem dapat tim ODGJ semua apalagi pas in game server nya sering error jadi saya kesulitan bermain game ini dan masih ada di game ini ya itu sehabis menang tapi malah ngestack padahal hp saya gapapa tapi servenya yang rusak, tolong benerin bot yang memilih tim, karena selalu memberi tim yang gak niat main,rank mshbwh",game kalau ngasih tim sama musuh adil hampir hari kalah tidak tim musuh sepadan minimal kasih tim teman sepadan dari pagi ampek malem tim odgj semua pas in game server nya sering error jadi kesulitan bermain game dan ada game ya sehabis menang malah ngestack padahal hp gapapa servenya rusak benerin bot memilih tim selalu memberi tim gak niat main rank mshbwh,game kalau ngasih tim sama musuh adil hampir hari kalah tidak tim musuh padan minimal kasih tim teman padan dari pagi ampek malem tim odgj semua pas in game server nya sering error jadi sulit main game dan ada game ya habis menang malah ngestack padahal hp gapapa servenya rusak benerin bot pilih tim selalu beri tim gak niat main rank mshbwh,game kalau ngasih tim sama musuh adil hampir hari kalah tidak tim musuh padan minimal kasih tim teman padan dari pagi ampek malem tim odgj semua pas in game server nya sering error jadi sulit main game dan ada game ya habis menang malah ngestack padahal hp gapapa servenya rusak benerin bot pilih tim selalu beri tim gak niat main rank mshbwh
"Game Rusak, match making payah, gangguan sinyal meski sinyal asli sedang bagus, masalah freeze yang gak kunjung hilang (bukan masalah perangkat), gw selalu force close saat masuk match dan pas masuk di beri kabel afk padahal main jauh lebih lama dari durasi ""afk"" itu. Payah ni game, rusak",game rusak match making payah gangguan sinyal meski sinyal asli sedang bagus masalah freeze gak kunjung hilang bukan masalah perangkat gw selalu force close masuk match pas masuk beri kabel afk padahal main jauh lebih lama durasi afk payah ni game rusak,game rusak match making payah ganggu sinyal meski sinyal asli sedang bagus masalah freeze gak kunjung hilang bukan masalah perangkat gw selalu force close masuk match pas masuk beri kabel afk padahal main jauh lebih lama durasi afk payah ni game rusak,game rusak match making payah ganggu sinyal meski sinyal asli sedang bagus masalah freeze gak kunjung hilang bukan masalah perangkat gw selalu force close masuk match pas masuk beri kabel afk padahal main jauh lebih lama durasi afk payah ni game rusak
"moonton tolong diperbaiki lagi servernya, karena saat war hero tidak bisa digerakkan/delay, padahal hp saya ram 8, jaringan juga bagus, dengan kondisi yg seperti itu mau ga mau saya afk dan itu merugikan saya karena dapat report dan turun bintang, TOLONG DENGAN AMAT SANGAT YA MOONTON~dengan nada lembut😄",moonton diperbaiki servernya saat war hero bisa digerakkan delay padahal hp ram jaringan bagus kondisi yg itu mau ga mau afk itu merugikan karena report turun bintang sangat moonton dengan nada lembut,moonton baik servernya saat war hero bisa gerak delay padahal hp ram jaring bagus kondisi yg itu mau ga mau afk itu rugi karena report turun bintang sangat moonton dengan nada lembut,moonton baik servernya saat war hero bisa gerak delay padahal hp ram jaring bagus kondisi yg itu mau ga mau afk itu rugi karena report turun bintang sangat moonton dengan nada lembut
"banyak bug, dari bug loading sampe loading matchmaking, belum lagi saat loading matchmaking stuck di 30% terus berakhir AFK. serta ketika draft pick stuck di detik 13, ingame patah-patah padahal sinyal dan device oke. saya harap segera di fix karena demi kenyamanan pemain ya. saya suka aja sama ml soalnya",banyak bug bug loading sampe loading matchmaking lagi loading matchmaking stuck terus berakhir afk ketika draft pick stuck detik ingame patah patah padahal sinyal device oke harap segera fix demi kenyamanan pemain saya suka aja sama ml soalnya,banyak bug bug loading sampe loading matchmaking lagi loading matchmaking stuck terus akhir afk ketika draft pick stuck detik ingame patah patah padahal sinyal device oke harap segera fix demi nyaman main saya suka aja sama ml soal,banyak bug bug loading sampe loading matchmaking lagi loading matchmaking stuck terus akhir afk ketika draft pick stuck detik ingame patah patah padahal sinyal device oke harap segera fix demi nyaman main saya suka aja sama ml soal
